27330890	0.098157
27330922	0.096164
27330954	0.087662
27330986	0.075604
27331018	0.06204
27331050	0.046228
27331402	-0.05248
27331434	-0.011972
27331466	0.027075
27331498	0.059993
27331594	0.104343
27331626	0.100503
27331658	0.088334
27331690	0.070269
27331722	0.050669
27331754	0.035037
27331786	0.028129
27331818	0.03155
27331850	0.042238
27331882	0.053494
27332010	0.032019
27332042	0.024623
27332074	0.024081
27332106	0.02856
27332138	0.033246
27332170	0.033136
27332202	0.025777
27332234	0.012642
27332266	-0.001457
27332426	-0.004965
27332458	-0.013725
27332490	-0.025246
27332522	-0.032838
27332554	-0.032439
27332586	-0.025247
27332618	-0.016475
27332650	-0.011705
27332682	-0.013668
27332714	-0.021311
27332746	-0.031214
27332810	-0.046429
27332842	-0.050732
27332874	-0.053838
27332906	-0.055897
27332938	-0.056106
27332970	-0.052696
27333002	-0.042944
27333194	0.073416
27333226	0.059041
27333258	0.03573
27333418	-0.009315
27333450	0.004828
27333482	0.017914
27333514	0.028533
27333546	0.037694
27333770	0.037267
27333802	0.018842
27333834	0.00045
27333866	-0.014518
27333898	-0.023358
27333930	-0.024283
27333962	-0.01678
27334090	0.057435
27334122	0.074756
27334154	0.086601
27334186	0.088603
27334218	0.07739
27334250	0.052988
27334282	0.018787
27334314	-0.020079
27334570	-0.019722
27334602	-0.01251
27334634	-0.01142
27334666	-0.011219
27334698	-0.007241
27334730	0.002789
27334890	0.099407
27334922	0.106612
27334954	0.102921
27334986	0.088993
27335018	0.067197
27335050	0.040556
27335082	0.01203
27335114	-0.015906
27335146	-0.041447
27335178	-0.063315
27335210	-0.080437
27335338	-0.082525
27335370	-0.06438
27335402	-0.039351
27335434	-0.008582
27335466	0.025933
27335498	0.061198
27335530	0.093306
27335562	0.117736
27335594	0.129853
27335626	0.125831
27335658	0.104035
27335690	0.066397
27335722	0.018789
27335754	-0.030299
27335786	-0.072455
27335818	-0.102107
27335850	-0.117883
27335882	-0.12183
27335914	-0.117091
27335946	-0.105741
27335978	-0.088444
27336010	-0.066026
27336042	-0.041245
27336074	-0.018857
27336106	-0.003683
27336138	0.001947
27336170	-0.000484
27336202	-0.006499
27336234	-0.011029
27336266	-0.010682
27336298	-0.004383
27336330	0.007405
27336362	0.023384
27336394	0.041309
27336426	0.058046
27336458	0.070749
27336618	0.0655
27336650	0.055751
27336682	0.048526
27336714	0.046557
27336746	0.049623
27336778	0.054951
27336810	0.059339
27336842	0.060776
27336874	0.058748
27336906	0.053851
27336938	0.047347
27336970	0.040644
27337002	0.0347
27337034	0.029564
27337066	0.024293
27337098	0.017325
27337130	0.007297
27337162	-0.005727
27337194	-0.019153
27337226	-0.028059
27337258	-0.027647
27337290	-0.016894
27337322	-0.000366
27337354	0.013931
27337386	0.019406
27337450	0.004473
27337482	-0.004662
27337514	-0.007059
27337546	-0.000961
27337578	0.011199
27337610	0.023679
27337642	0.029057
27337674	0.020523
27337706	-0.005513
27337770	-0.100364
27337802	-0.155674
27337834	-0.206534
27337866	-0.247475
27337898	-0.274215
27337930	-0.282955
27337962	-0.270439
27338058	-0.103842
27338090	-0.020346
27338122	0.06544
27338154	0.147824
27338186	0.222361
27338218	0.285106
27338250	0.332941
27338602	-0.080139
27338634	-0.130784
27338666	-0.175091
27338698	-0.213114
27338730	-0.241773
27338762	-0.256162
27338794	-0.252761
27338826	-0.231958
27338858	-0.198477
27338890	-0.160128
27338922	-0.12565
27338954	-0.102003
27338986	-0.09154
27339018	-0.090619
27339050	-0.09142
27339082	-0.086514
27339178	-0.031906
27339210	-0.014036
27339242	-0.001061
27339274	0.008785
27339306	0.01878
27339338	0.030464
27339594	-0.043719
27339626	-0.039867
27339658	-0.028349
27339690	-0.012214
27339722	0.005316
27339818	0.051089
27339850	0.065723
27339882	0.080095
27339914	0.091426
27339946	0.096058
27339978	0.091612
27340010	0.078557
27340042	0.060249
27340170	0.011645
27340202	0.006788
27340234	-0.000335
27340266	-0.009863
27340298	-0.019082
27340330	-0.024314
27340362	-0.023282
27340394	-0.016367
27340490	0.000633
27340522	-0.012505
27340554	-0.038839
27340586	-0.074069
27340618	-0.111408
27340650	-0.144668
27340682	-0.169586
27340714	-0.183677
27340810	-0.158125
27340842	-0.129802
27340874	-0.093645
27340906	-0.052388
27340938	-0.009948
27340970	0.029658
27341002	0.063018
27341034	0.086979
27341066	0.098262
27341098	0.094475
27341162	0.048675
27341194	0.019538
27341226	-0.003499
27341258	-0.016193
27341290	-0.019214
27341322	-0.017675
27341354	-0.018603
27341386	-0.027127
27341418	-0.043269
27341450	-0.061383
27341482	-0.072836
27341514	-0.07053
27341546	-0.052793
27341578	-0.024614
27341610	0.004299
27341642	0.023668
27341674	0.027094
27341706	0.014821
27341738	-0.006625
27341770	-0.02791
27341802	-0.041663
27341834	-0.045699
27341866	-0.042756
27341898	-0.037623
27341994	-0.042475
27342026	-0.052424
27342058	-0.060304
27342090	-0.059431
27342122	-0.046256
27342154	-0.024154
27342186	-0.003038
27342218	0.005461
27342314	-0.084637
27342346	-0.135062
27342378	-0.178341
27342410	-0.204771
27342442	-0.208419
27342474	-0.188791
