27330890	0.033356
27330922	0.01008
27330954	-0.002633
27330986	-0.011599
27331018	-0.019849
27331050	-0.028976
27331402	-0.046935
27331434	-0.005531
27331466	0.005565
27331498	0.001659
27331594	0.055448
27331626	0.038016
27331658	0.028507
27331690	0.021128
27331722	0.015152
27331754	0.01119
27331786	0.010302
27331818	0.013199
27331850	0.019045
27331882	0.02393
27332010	0.059734
27332042	0.058356
27332074	0.075273
27332106	0.106384
27332138	0.128574
27332170	0.12649
27332202	0.103554
27332234	0.065494
27332266	0.004759
27332426	0.007066
27332458	0.012646
27332490	0.017461
27332522	0.016924
27332554	0.012474
27332586	0.007491
27332618	0.003883
27332650	0.001797
27332682	0.000416
27332714	-0.001708
27332746	-0.008279
27332810	0.036099
27332842	0.020502
27332874	0.015489
27332906	0.012471
27332938	0.009829
27332970	0.006072
27333002	-0.002119
27333194	0.062666
27333226	0.043515
27333258	0.013491
27333418	0.068106
27333450	0.026391
27333482	-0.00341
27333514	-0.025974
27333546	-0.050523
27333770	-0.003946
27333802	-0.002736
27333834	-0.000719
27333866	0.002377
27333898	0.005984
27333930	0.009522
27333962	0.010863
27334090	0.04192
27334122	0.035253
27334154	0.0272
27334186	0.017597
27334218	0.007049
27334250	-0.002105
27334282	-0.005078
27334314	0.01113
27334570	0.0098
27334602	0.00083
27334634	-0.003408
27334666	-0.007802
27334698	-0.014829
27334730	-0.030337
27334890	0.061555
27334922	0.039337
27334954	0.015048
27334986	-0.006278
27335018	-0.022414
27335050	-0.034064
27335082	-0.042904
27335114	-0.050598
27335146	-0.058385
27335178	-0.066716
27335210	-0.074896
27335338	-0.063735
27335370	-0.052092
27335402	-0.037033
27335434	-0.020853
27335466	-0.006369
27335498	0.003393
27335530	0.006515
27335562	0.003256
27335594	-0.004473
27335626	-0.014351
27335658	-0.023579
27335690	-0.027751
27335722	-0.013399
27335754	-0.10697
27335786	-0.055393
27335818	-0.042953
27335850	-0.034033
27335882	-0.026532
27335914	-0.020125
27335946	-0.014589
27335978	-0.009301
27336010	-0.002798
27336042	0.007638
27336074	0.024605
27336106	0.041621
27336138	0.039969
27336170	0.019736
27336202	-0.003803
27336234	-0.023352
27336266	-0.037712
27336298	-0.047393
27336330	-0.053073
27336362	-0.054768
27336394	-0.050533
27336426	-0.034189
27336458	0.010346
27336618	-0.039909
27336650	-0.031441
27336682	-0.026342
27336714	-0.02095
27336746	-0.014971
27336778	-0.009075
27336810	-0.004131
27336842	-0.000649
27336874	0.001677
27336906	0.003819
27336938	0.006498
27336970	0.00874
27337002	0.007357
27337034	-0.002147
27337066	-0.04422
27337098	0.038627
27337130	0.006212
27337162	-0.004058
27337194	-0.009203
27337226	-0.011278
27337258	-0.010513
27337290	-0.006807
27337322	0.000141
27337354	0.011743
27337386	0.034416
27337450	0.014996
27337482	0.04009
27337514	0.044957
27337546	0.034289
27337578	0.015666
27337610	-0.002137
27337642	-0.014195
27337674	-0.020199
27337706	-0.023384
27337770	-0.020343
27337802	-0.023544
27337834	-0.02819
27337866	-0.033943
27337898	-0.039582
27337930	-0.043745
27337962	-0.045925
