27330890	-0.117609
27330922	-0.124374
27330954	-0.122419
27330986	-0.115636
27331018	-0.106083
27331050	-0.092798
27331402	0.041936
27331434	0.023771
27331466	0.003172
27331498	-0.018479
27331594	-0.067853
27331626	-0.070435
27331658	-0.062934
27331690	-0.046359
27331722	-0.024933
27331754	-0.005321
27331786	0.006023
27331818	0.006188
27331850	-0.002345
27331882	-0.012969
27332010	-0.002972
27332042	-0.002914
27332074	-0.011527
27332106	-0.025703
27332138	-0.038776
27332170	-0.044241
27332202	-0.039357
27332234	-0.026598
27332266	-0.012254
27332426	-0.010647
27332458	-0.001831
27332490	0.01137
27332522	0.023362
27332554	0.030626
27332586	0.033964
27332618	0.037133
27332650	0.043508
27332682	0.053609
27332714	0.064879
27332746	0.073206
27332810	0.068461
27332842	0.054639
27332874	0.036274
27332906	0.016606
27332938	-0.002368
27332970	-0.020988
27333002	-0.041496
27333194	-0.089994
27333226	-0.047348
27333258	-0.000068
27333418	0.038301
27333450	0.012483
27333482	-0.010049
27333514	-0.028091
27333546	-0.043247
27333770	-0.018001
27333802	0.006013
27333834	0.025721
27333866	0.039104
27333898	0.046109
27333930	0.047739
27333962	0.045295
27334090	0.005127
27334122	-0.014212
27334154	-0.033437
27334186	-0.046661
27334218	-0.049672
27334250	-0.042738
27334282	-0.030013
27334314	-0.016818
27334570	0.002394
27334602	0.025692
27334634	0.046139
27334666	0.058333
27334698	0.06026
27334730	0.052962
27334890	-0.050669
27334922	-0.068861
27334954	-0.080936
27334986	-0.086806
27335018	-0.087175
27335050	-0.083199
27335082	-0.076276
27335114	-0.067398
27335146	-0.056539
27335178	-0.042971
27335210	-0.026343
27335338	0.044563
27335370	0.053498
27335402	0.054353
27335434	0.045379
27335466	0.026708
27335498	0.000829
27335530	-0.027886
27335562	-0.054093
27335594	-0.072344
27335626	-0.078012
27335658	-0.068509
27335690	-0.04453
27335722	-0.010451
27335754	0.026803
27335786	0.060074
27335818	0.084299
27335850	0.097635
27335882	0.101033
27335914	0.096865
27335946	0.087618
27335978	0.075332
27336010	0.061779
27336042	0.048753
27336074	0.037824
27336106	0.029464
27336138	0.022374
27336170	0.014043
27336202	0.002479
27336234	-0.01224
27336266	-0.027969
27336298	-0.041895
27336330	-0.052001
27336362	-0.05748
27336394	-0.058231
27336426	-0.054441
27336458	-0.046957
27336618	-0.034548
27336650	-0.039698
27336682	-0.04514
27336714	-0.051253
27336746	-0.057378
27336778	-0.06169
27336810	-0.062635
27336842	-0.060106
27336874	-0.055331
27336906	-0.04994
27336938	-0.045038
27336970	-0.04071
27337002	-0.036187
27337034	-0.030514
27337066	-0.023231
27337098	-0.014526
27337130	-0.004895
27337162	0.005021
27337194	0.014001
27337226	0.019879
27337258	0.020427
27337290	0.015292
27337322	0.006975
27337354	-0.000608
27337386	-0.004878
27337450	-0.007084
27337482	-0.010179
27337514	-0.01636
27337546	-0.024414
27337578	-0.03181
27337610	-0.035698
27337642	-0.033509
27337674	-0.023347
27337706	-0.004601
27337770	0.051718
27337802	0.083016
27337834	0.113254
27337866	0.141624
27337898	0.166879
27337930	0.185512
27337962	0.191912
27338058	0.106283
27338090	0.051754
27338122	-0.006743
27338154	-0.065299
27338186	-0.120504
27338218	-0.16862
27338250	-0.20667
27338602	0.04067
27338634	0.090319
27338666	0.133377
27338698	0.166797
27338730	0.187153
27338762	0.191838
27338794	0.180733
27338826	0.156825
27338858	0.125429
27338890	0.092855
27338922	0.065139
27338954	0.046729
27338986	0.039047
27339018	0.03975
27339050	0.043766
27339082	0.045948
27339178	0.02835
27339210	0.019926
27339242	0.012084
27339274	0.003013
27339306	-0.009658
27339338	-0.025899
27339594	0.030608
27339626	0.031218
27339658	0.025197
27339690	0.014325
27339722	0.000525
27339818	-0.046156
27339850	-0.062445
27339882	-0.07857
27339914	-0.093193
27339946	-0.104595
27339978	-0.111529
27340010	-0.113889
27340042	-0.112731
27340170	-0.093032
27340202	-0.080573
27340234	-0.062208
27340266	-0.039412
27340298	-0.016215
27340330	0.002877
27340362	0.015777
27340394	0.024298
27340490	0.072753
27340522	0.108033
27340554	0.149953
27340586	0.191061
27340618	0.223611
27340650	0.242543
27340682	0.246119
27340714	0.234977
27340810	0.139021
27340842	0.095602
27340874	0.049931
27340906	0.004262
27340938	-0.038773
27340970	-0.076579
27341002	-0.106337
27341034	-0.124294
27341066	-0.126223
27341098	-0.1099
27341162	-0.038531
27341194	-0.00172
27341226	0.024523
27341258	0.037538
27341290	0.040134
27341322	0.038641
27341354	0.039701
27341386	0.046903
27341418	0.058898
27341450	0.070193
27341482	0.074146
27341514	0.066431
27341546	0.04729
27341578	0.021788
27341610	-0.001982
27341642	-0.016187
27341674	-0.016849
27341706	-0.005884
27341738	0.009993
27341770	0.023193
27341802	0.02945
27341834	0.029471
27341866	0.027385
27341898	0.027798
27341994	0.065096
27342026	0.085938
27342058	0.102725
27342090	0.108355
27342122	0.099069
27342154	0.078035
27342186	0.055269
27342218	0.043282
27342314	0.125208
27342346	0.173987
27342378	0.213888
27342410	0.23402
27342442	0.228217
27342474	0.196375
27342506	0.144074
27342602	-0.050148
27342634	-0.110286
27342666	-0.167415
27342698	-0.221625
27342730	-0.270993
27342762	-0.311535
27342794	-0.337531
27342826	-0.342495
27342858	-0.321643
27343146	-0.0004
27343178	-0.012608
27343210	-0.0253
