CRRES EMIC wave events, their positions, and magnetospheric conditions
Data:
          orbit           year        yearday           xpos           ypos           zpos             ls            mlt           mlat     phase
            919           1991    221.5791626 -37895.8945312 -11754.8896484 -10231.8183594      6.9340782     15.5078402    -16.4629993     quiet
            919           1991    221.5798645 -37889.7812500 -11855.6308594 -10219.2275391      6.9352722     15.5182600    -16.4179001     quiet
            919           1991    221.5805511 -37883.6679688 -11956.3720703 -10206.6376953      6.9364662     15.5286798    -16.3727989     quiet
            919           1991    221.5812531 -37877.5546875 -12057.1132812 -10194.0478516      6.9376602     15.5390997    -16.3276997     quiet
            919           1991    221.5819397 -37867.5039062 -12156.5996094 -10180.3974609      6.9384580     15.5495195    -16.2821198     quiet
            919           1991    221.5826416 -37857.4531250 -12256.0869141 -10166.7480469      6.9392562     15.5599394    -16.2365398     quiet
            919           1991    221.5833282 -37847.4023438 -12355.5732422 -10153.0976562      6.9400539     15.5703602    -16.1909599     quiet
            919           1991    221.5840302 -37837.3515625 -12455.0605469 -10139.4482422      6.9408522     15.5807800    -16.1453800     quiet
            919           1991    221.5847168 -37827.3007812 -12554.5468750 -10125.7978516      6.9416499     15.5911999    -16.0998001     quiet
            919           1991    221.5854187 -37813.3554688 -12652.7382812 -10111.1083984      6.9420881     15.6015997    -16.0537796     quiet
            919           1991    221.5861053 -37799.4062500 -12750.9296875 -10096.4189453      6.9425259     15.6119995    -16.0077610     quiet
            919           1991    221.5868073 -37785.4609375 -12849.1210938 -10081.7304688      6.9429641     15.6224003    -15.9617405     quiet
            919           1991    221.5874939 -37771.5117188 -12947.3125000 -10067.0410156      6.9434018     15.6328001    -15.9157200     quiet
            919           1991    221.5881958 -37757.5664062 -13045.5039062 -10052.3515625      6.9438400     15.6431999    -15.8697004     quiet
            919           1991    221.5888824 -37739.7382812 -13142.3593750 -10036.6230469      6.9438400     15.6535997    -15.8232002     quiet
            919           1991    221.5895844 -37721.9101562 -13239.2138672 -10020.8945312      6.9438400     15.6639996    -15.7767000     quiet
            919           1991    221.5902710 -37704.0859375 -13336.0693359 -10005.1660156      6.9438400     15.6744003    -15.7302008     quiet
            919           1991    221.5944519 -37581.7187500 -13911.6484375  -9906.7382812      6.9420238     15.7368803    -15.4496794     quiet
            919           1991    221.5951385 -37560.0390625 -14007.1162109  -9889.9960938      6.9415698     15.7473001    -15.4027996     quiet
            919           1991    221.5958405 -37534.5351562 -14101.1601562  -9872.2451172      6.9407840     15.7577200    -15.3554401     quiet
            919           1991    221.5965271 -37509.0312500 -14195.2041016  -9854.4941406      6.9399981     15.7681398    -15.3080797     quiet
            919           1991    221.5972290 -37483.5312500 -14289.2490234  -9836.7431641      6.9392118     15.7785606    -15.2607203     quiet
            919           1991    221.5979156 -37458.0273438 -14383.2929688  -9818.9921875      6.9384260     15.7889805    -15.2133598     quiet
            919           1991    221.5986176 -37432.5234375 -14477.3369141  -9801.2412109      6.9376402     15.7994003    -15.1660004     quiet
            919           1991    221.5993042 -37403.2070312 -14569.9013672  -9782.4863281      6.9364223     15.8098402    -15.1182203     quiet
            919           1991    221.6000061 -37373.8906250 -14662.4658203  -9763.7324219      6.9352040     15.8202801    -15.0704403     quiet
            919           1991    221.6006927 -37344.5703125 -14755.0302734  -9744.9775391      6.9339862     15.8307199    -15.0226603     quiet
            919           1991    221.6013947 -37315.2539062 -14847.5947266  -9726.2236328      6.9327679     15.8411598    -14.9748802     quiet
            919           1991    221.6020813 -37285.9375000 -14940.1591797  -9707.4687500      6.9315500     15.8515997    -14.9271002     quiet
            919           1991    221.6027832 -37252.8320312 -15031.2080078  -9687.7363281      6.9298439     15.8620596    -14.8788805     quiet
            919           1991    221.6034698 -37219.7265625 -15122.2568359  -9668.0039062      6.9281378     15.8725195    -14.8306599     quiet
            919           1991    221.6041718 -37186.6210938 -15213.3066406  -9648.2714844      6.9264321     15.8829803    -14.7824402     quiet
            919           1991    221.6048584 -37153.5156250 -15304.3554688  -9628.5390625      6.9247260     15.8934402    -14.7342196     quiet
            919           1991    221.6055603 -37120.4101562 -15395.4042969  -9608.8066406      6.9230199     15.9039001    -14.6859999     quiet
            919           1991    221.6062469 -37083.5312500 -15484.8916016  -9588.0908203      6.9209900     15.9143801    -14.6373596     quiet
            919           1991    221.6069489 -37046.6523438 -15574.3789062  -9567.3750000      6.9189601     15.9248600    -14.5887194     quiet
            919           1991    221.6076355 -37009.7695312 -15663.8662109  -9546.6601562      6.9169297     15.9353399    -14.5400801     quiet
            919           1991    221.6083374 -36972.8906250 -15753.3535156  -9525.9443359      6.9148998     15.9458199    -14.4914398     quiet
            919           1991    221.6090240 -36936.0117188 -15842.8408203  -9505.2285156      6.9128699     15.9562998    -14.4427996     quiet
            919           1991    221.6097260 -36895.3632812 -15930.7050781  -9483.5449219      6.9103999     15.9668398    -14.3937397     quiet
            919           1991    221.6152802 -36555.2109375 -16626.9843750  -9306.2294922      6.8885841     16.0512409    -13.9996605     quiet
            919           1991    221.6159668 -36510.8203125 -16713.1894531  -9283.5839844      6.8856001     16.0618000    -13.9502001     quiet
            919           1991    221.6166687 -36462.6835938 -16797.6855469  -9259.9912109      6.8822861     16.0724201    -13.9003801     quiet
            919           1991    221.6173553 -36414.5429688 -16882.1796875  -9236.3984375      6.8789721     16.0830402    -13.8505602     quiet
            919           1991    221.6180573 -36366.4062500 -16966.6757812  -9212.8046875      6.8756580     16.0936604    -13.8007402     quiet
            919           1991    221.6187439 -36318.2656250 -17051.1699219  -9189.2119141      6.8723440     16.1042805    -13.7509203     quiet
            919           1991    221.6194458 -36270.1289062 -17135.6660156  -9165.6191406      6.8690300     16.1149006    -13.7011003     quiet
            919           1991    221.6201324 -36218.2539062 -17218.3945312  -9141.0791016      6.8652620     16.1255798    -13.6508207     quiet
            919           1991    221.6208344 -36166.3789062 -17301.1250000  -9116.5390625      6.8614941     16.1362610    -13.6005402     quiet
            919           1991    221.6215210 -36114.5000000 -17383.8535156  -9091.9980469      6.8577261     16.1469402    -13.5502605     quiet
            919           1991    221.6222229 -36062.6250000 -17466.5839844  -9067.4580078      6.8539581     16.1576214    -13.4999800     quiet
            919           1991    221.6229095 -36010.7500000 -17549.3125000  -9042.9179688      6.8501902     16.1683006    -13.4497004     quiet
            919           1991    221.6236115 -35955.1484375 -17630.2187500  -9017.4404297      6.8458843     16.1790409    -13.3990202     quiet
            919           1991    221.6242981 -35899.5429688 -17711.1250000  -8991.9638672      6.8415780     16.1897812    -13.3483400     quiet
            919           1991    221.6250000 -35843.9414062 -17792.0292969  -8966.4863281      6.8372722     16.2005196    -13.2976599     quiet
            919           1991    221.6257019 -35788.3359375 -17872.9355469  -8941.0097656      6.8329659     16.2112598    -13.2469797     quiet
            919           1991    221.6263885 -35732.7343750 -17953.8417969  -8915.5322266      6.8286600     16.2220001    -13.1962996     quiet
            919           1991    221.6270905 -35673.4023438 -18032.8789062  -8889.1289062      6.8240099     16.2327995    -13.1451998     quiet
            919           1991    221.6277771 -35614.0742188 -18111.9160156  -8862.7246094      6.8193598     16.2435989    -13.0941000     quiet
            919           1991    221.6284790 -35554.7421875 -18190.9550781  -8836.3212891      6.8147101     16.2544003    -13.0429993     quiet
            919           1991    221.6291656 -35495.4140625 -18269.9921875  -8809.9169922      6.8100600     16.2651997    -12.9918995     quiet
            919           1991    221.6298676 -35436.0820312 -18349.0292969  -8783.5136719      6.8054099     16.2759991    -12.9407997     quiet
            919           1991    221.6305542 -35373.0234375 -18426.1367188  -8756.1826172      6.8002877     16.2868786    -12.8892393     quiet
            919           1991    221.6312561 -35309.9648438 -18503.2441406  -8728.8525391      6.7951660     16.2977600    -12.8376799     quiet
            919           1991    221.6319427 -35246.9101562 -18580.3515625  -8701.5214844      6.7900438     16.3086395    -12.7861195     quiet
            919           1991    221.6326447 -35183.8515625 -18657.4589844  -8674.1914062      6.7849221     16.3195210    -12.7345600     quiet
            919           1991    221.6333313 -35120.7929688 -18734.5664062  -8646.8603516      6.7797999     16.3304005    -12.6829996     quiet
            919           1991    221.6340332 -35054.0039062 -18809.6816406  -8618.6132812      6.7741141     16.3413601    -12.6310797     quiet
            919           1991    221.6347198 -34987.2109375 -18884.7968750  -8590.3662109      6.7684278     16.3523197    -12.5791597     quiet
            919           1991    221.6354218 -34920.4218750 -18959.9121094  -8562.1191406      6.7627420     16.3632812    -12.5272398     quiet
            919           1991    221.6361084 -34853.6289062 -19035.0273438  -8533.8720703      6.7570558     16.3742409    -12.4753199     quiet
            919           1991    221.6368103 -34786.8398438 -19110.1425781  -8505.6250000      6.7513700     16.3852005    -12.4233999     quiet
            919           1991    221.6374969 -34716.3203125 -19183.2109375  -8476.4619141      6.7453241     16.3962402    -12.3710203     quiet
            919           1991    221.6381989 -34645.8046875 -19256.2773438  -8447.2978516      6.7392778     16.4072800    -12.3186398     quiet
            919           1991    221.6388855 -34575.2851562 -19329.3457031  -8418.1347656      6.7332320     16.4183197    -12.2662601     quiet
            919           1991    221.6395874 -34504.7695312 -19402.4121094  -8388.9707031      6.7271857     16.4293594    -12.2138796     quiet
            919           1991    221.6402740 -34434.2500000 -19475.4804688  -8359.8076172      6.7211399     16.4403992    -12.1615000     quiet
            919           1991    221.6409760 -34359.9960938 -19546.4335938  -8329.7431641      6.7146020     16.4515400    -12.1087198     quiet
            919           1991    221.6416626 -34285.7421875 -19617.3867188  -8299.6787109      6.7080641     16.4626789    -12.0559397     quiet
            919           1991    221.6423645 -34211.4843750 -19688.3398438  -8269.6132812      6.7015257     16.4738197    -12.0031605     quiet
            919           1991    221.6430511 -34137.2304688 -19759.2929688  -8239.5488281      6.6949878     16.4849586    -11.9503803     quiet
            919           1991    221.6437531 -34062.9765625 -19830.2460938  -8209.4843750      6.6884499     16.4960995    -11.8976002     quiet
            919           1991    221.6444397 -33984.9726562 -19899.0175781  -8178.5136719      6.6813221     16.5073395    -11.8443604     quiet
            919           1991    221.6451416 -33906.9687500 -19967.7890625  -8147.5429688      6.6741939     16.5185795    -11.7911205     quiet
            919           1991    221.6458282 -33828.9687500 -20036.5625000  -8116.5717773      6.6670661     16.5298195    -11.7378798     quiet
            919           1991    221.6465302 -33750.9648438 -20105.3339844  -8085.6010742      6.6599379     16.5410595    -11.6846399     quiet
            919           1991    221.6472168 -33672.9609375 -20174.1054688  -8054.6303711      6.6528101     16.5522995    -11.6314001     quiet
            919           1991    221.6479187 -33591.2031250 -20240.6250000  -8022.7583008      6.6453042     16.5636597    -11.5777397     quiet
            919           1991    221.6486053 -33509.4492188 -20307.1445312  -7990.8862305      6.6377983     16.5750198    -11.5240803     quiet
            919           1991    221.6493073 -33427.6914062 -20373.6621094  -7959.0141602      6.6302919     16.5863800    -11.4704199     quiet
            919           1991    221.6499939 -33345.9375000 -20440.1816406  -7927.1420898      6.6227860     16.5977402    -11.4167604     quiet
            919           1991    221.6506958 -33264.1796875 -20506.7011719  -7895.2700195      6.6152802     16.6091003    -11.3631001     quiet
            919           1991    221.6854095 -28125.1074219 -23124.3261719  -6058.6748047      6.0943899     17.2169991     -8.5375996     quiet
            919           1991    221.6861115 -28000.7578125 -23160.3710938  -6017.1464844      6.0808721     17.2302189     -8.4777975     quiet
            919           1991    221.6867981 -27876.4082031 -23196.4160156  -5975.6181641      6.0673542     17.2434387     -8.4179955     quiet
            919           1991    221.6875000 -27752.0585938 -23232.4609375  -5934.0903320      6.0538359     17.2566605     -8.3581944     quiet
            919           1991    221.6882019 -27627.7089844 -23268.5058594  -5892.5620117      6.0403180     17.2698803     -8.2983923     quiet
            919           1991    221.6888885 -27503.3593750 -23304.5507812  -5851.0336914      6.0268002     17.2831001     -8.2385902     quiet
            919           1991    221.6895905 -27374.9648438 -23337.1640625  -5808.6401367      6.0128059     17.2965603     -8.1780205     quiet
            919           1991    221.6902771 -27246.5703125 -23369.7792969  -5766.2465820      5.9988122     17.3100204     -8.1174498     quiet
            919           1991    221.6909790 -27118.1777344 -23402.3925781  -5723.8525391      5.9848180     17.3234806     -8.0568800     quiet
            919           1991    221.6916656 -26989.7832031 -23435.0078125  -5681.4589844      5.9708242     17.3369408     -7.9963102     quiet
            919           1991    221.6923676 -26861.3886719 -23467.6210938  -5639.0654297      5.9568300     17.3504009     -7.9357400     quiet
            919           1991    221.6930542 -26728.8984375 -23496.6562500  -5595.8168945      5.9422321     17.3641415     -7.8744040     quiet
            919           1991    221.6937561 -26596.4082031 -23525.6914062  -5552.5683594      5.9276342     17.3778801     -7.8130679     quiet
            919           1991    221.6944427 -26463.9179688 -23554.7285156  -5509.3193359      5.9130359     17.3916206     -7.7517319     quiet
            919           1991    221.6951447 -26331.4277344 -23583.7636719  -5466.0708008      5.8984380     17.4053593     -7.6903958     quiet
            919           1991    221.6958313 -26198.9375000 -23612.7988281  -5422.8222656      5.8838401     17.4190998     -7.6290598     quiet
            919           1991    221.6965332 -26062.3105469 -23638.1015625  -5378.7133789      5.8685460     17.4331398     -7.5668516     quiet
            919           1991    221.6972198 -25925.6835938 -23663.4042969  -5334.6044922      5.8532519     17.4471798     -7.5046439     quiet
            919           1991    221.6979218 -25789.0546875 -23688.7089844  -5290.4960938      5.8379583     17.4612198     -7.4424357     quiet
            919           1991    221.6986084 -25652.4277344 -23714.0117188  -5246.3872070      5.8226643     17.4752598     -7.3802280     quiet
            919           1991    221.6993103 -25515.8007812 -23739.3144531  -5202.2783203      5.8073702     17.4892998     -7.3180199     quiet
            919           1991    221.6999969 -25374.9902344 -23760.7265625  -5157.3198242      5.7915602     17.5036392     -7.2549920     quiet
            919           1991    221.7006989 -25234.1796875 -23782.1386719  -5112.3608398      5.7757502     17.5179806     -7.1919641     quiet
            919           1991    221.7013855 -25093.3710938 -23803.5488281  -5067.4023438      5.7599401     17.5323200     -7.1289358     quiet
            919           1991    221.7020874 -24952.5605469 -23824.9609375  -5022.4433594      5.7441301     17.5466614     -7.0659080     quiet
            919           1991    221.7027740 -24811.7500000 -23846.3730469  -4977.4848633      5.7283201     17.5610008     -7.0028801     quiet
            919           1991    221.7034760 -24666.7011719 -23863.7148438  -4931.6708984      5.7118659     17.5757008     -6.9388800     quiet
            919           1991    221.7041626 -24521.6503906 -23881.0566406  -4885.8574219      5.6954122     17.5904007     -6.8748798     quiet
            919           1991    221.7048645 -24376.6015625 -23898.3964844  -4840.0434570      5.6789579     17.6051006     -6.8108802     quiet
            920           1991    221.9027710 -28129.9296875   5164.8979492  -9072.6650391      4.8895597     14.3522406     -9.5294466     quiet
            920           1991    221.9034729 -28282.4960938   5054.6669922  -9107.0205078      4.9103298     14.3704004     -9.5142403     quiet
            920           1991    221.9041595 -28427.6484375   4943.1088867  -9138.9843750      4.9302340     14.3877602     -9.4992380     quiet
            920           1991    221.9048615 -28572.8007812   4831.5512695  -9170.9492188      4.9501381     14.4051199     -9.4842358     quiet
            920           1991    221.9055481 -28717.9511719   4719.9931641  -9202.9130859      4.9700418     14.4224806     -9.4692345     quiet
            920           1991    221.9062500 -28863.1035156   4608.4355469  -9234.8779297      4.9899459     14.4398403     -9.4542322     quiet
            920           1991    221.9069519 -29008.2558594   4496.8774414  -9266.8417969      5.0098500     14.4572001     -9.4392300     quiet
            920           1991    221.9076385 -29146.2695312   4384.2114258  -9296.5273438      5.0289278     14.4738398     -9.4244337     quiet
            920           1991    221.9083405 -29284.2851562   4271.5454102  -9326.2128906      5.0480061     14.4904795     -9.4096375     quiet
            920           1991    221.9090271 -29422.2988281   4158.8798828  -9355.8994141      5.0670838     14.5071201     -9.3948421     quiet
            920           1991    221.9097290 -29560.3144531   4046.2138672  -9385.5849609      5.0861621     14.5237598     -9.3800459     quiet
            920           1991    221.9104156 -29698.3281250   3933.5478516  -9415.2705078      5.1052399     14.5403996     -9.3652496     quiet
            920           1991    221.9111176 -29829.4570312   3819.9687500  -9442.7753906      5.1235299     14.5563793     -9.3506575     quiet
            920           1991    221.9118042 -29960.5859375   3706.3898926  -9470.2792969      5.1418200     14.5723600     -9.3360653     quiet
            920           1991    221.9125061 -30091.7128906   3592.8107910  -9497.7841797      5.1601100     14.5883398     -9.3214741     quiet
            920           1991    221.9131927 -30222.8417969   3479.2319336  -9525.2880859      5.1784000     14.6043205     -9.3068819     quiet
            923           1991    223.1999969 -29942.8398438   3509.4589844  -9427.0566406      6.1710920     14.3513403    -26.2461395     quiet
            923           1991    223.2006989 -30073.8496094   3394.9616699  -9453.9921875      6.1911378     14.3668594    -26.2302608     quiet
            923           1991    223.2013855 -30204.8613281   3280.4643555  -9480.9287109      6.2111840     14.3823795    -26.2143803     quiet
            923           1991    223.2020874 -30335.8710938   3165.9670410  -9507.8652344      6.2312298     14.3978996    -26.1984997     quiet
            923           1991    223.2027740 -30460.2109375   3050.7717285  -9532.7070312      6.2503138     14.4127798    -26.1828403     quiet
            923           1991    223.2034760 -30584.5488281   2935.5764160  -9557.5498047      6.2693977     14.4276600    -26.1671791     quiet
            923           1991    223.2041626 -30708.8886719   2820.3808594  -9582.3916016      6.2884822     14.4425392    -26.1515198     quiet
            923           1991    223.2048645 -30833.2265625   2705.1855469  -9607.2343750      6.3075662     14.4574194    -26.1358585     quiet
            923           1991    223.2055511 -30957.5664062   2589.9902344  -9632.0761719      6.3266501     14.4722996    -26.1201992     quiet
            923           1991    223.2062531 -31075.4433594   2474.2536621  -9654.9111328      6.3448243     14.4865999    -26.1047401     quiet
            923           1991    223.2069397 -31193.3222656   2358.5170898  -9677.7470703      6.3629980     14.5009003    -26.0892792     quiet
            923           1991    223.2076416 -31311.1992188   2242.7802734  -9700.5820312      6.3811722     14.5151997    -26.0738201     quiet
            923           1991    223.2083282 -31429.0781250   2127.0437012  -9723.4179688      6.3993459     14.5295000    -26.0583591     quiet
            923           1991    223.2090302 -31546.9550781   2011.3071289  -9746.2529297      6.4175200     14.5438004    -26.0429001     quiet
            923           1991    223.2097168 -31658.5820312   1895.1707764  -9767.1582031      6.4348259     14.5575600    -26.0275803     quiet
            923           1991    223.2104187 -31770.2089844   1779.0343018  -9788.0625000      6.4521317     14.5713205    -26.0122604     quiet
            923           1991    223.2111053 -31881.8339844   1662.8979492  -9808.9677734      6.4694381     14.5850801    -25.9969387     quiet
            923           1991    223.2118073 -31993.4609375   1546.7614746  -9829.8720703      6.4867439     14.5988407    -25.9816189     quiet
            923           1991    223.2124939 -32105.0878906   1430.6251221  -9850.7773438      6.5040498     14.6126003    -25.9662991     quiet
            923           1991    223.2131958 -32210.6425781   1314.2175293  -9869.8134766      6.5205278     14.6258602    -25.9511986     quiet
            923           1991    223.2138824 -32316.1953125   1197.8099365  -9888.8496094      6.5370059     14.6391201    -25.9361000     quiet
            923           1991    223.2145844 -32421.7500000   1081.4023438  -9907.8857422      6.5534840     14.6523800    -25.9209995     quiet
            923           1991    223.2152710 -32527.3027344    964.9947510  -9926.9218750      6.5699620     14.6656399    -25.9059010     quiet
            923           1991    223.2159729 -32632.8574219    848.5871582  -9945.9580078      6.5864401     14.6788998    -25.8908005     quiet
            923           1991    223.2166595 -32732.5234375    732.0256348  -9963.2021484      6.6021242     14.6917000    -25.8759003     quiet
            923           1991    223.2173615 -32832.1875000    615.4640503  -9980.4462891      6.6178079     14.7045002    -25.8610001     quiet
            923           1991    223.2180481 -32931.8554688    498.9025269  -9997.6904297      6.6334920     14.7172995    -25.8460999     quiet
            923           1991    223.2187500 -33031.5234375    382.3409729 -10014.9345703      6.6491756     14.7300997    -25.8311996     quiet
            923           1991    223.2194519 -33131.1875000    265.7793884 -10032.1787109      6.6648598     14.7428999    -25.8162994     quiet
            923           1991    223.2201385 -33225.1250000    149.1713562 -10047.6875000      6.6798620     14.7552996    -25.8015003     quiet
            923           1991    223.2208405 -33319.0625000     32.5633240 -10063.1962891      6.6948638     14.7677002    -25.7866993     quiet
            923           1991    223.2215271 -33412.9960938    -84.0447083 -10078.7041016      6.7098660     14.7800999    -25.7719002     quiet
            923           1991    223.2222290 -33506.9335938   -200.6527405 -10094.2128906      6.7248678     14.7925005    -25.7570992     quiet
            923           1991    223.2229156 -33600.8710938   -317.2608032 -10109.7216797      6.7398701     14.8049002    -25.7423000     quiet
            923           1991    223.2236176 -33689.2226562   -433.8175964 -10123.5507812      6.7540779     14.8169003    -25.7276592     quiet
            923           1991    223.2243042 -33777.5742188   -550.3743896 -10137.3798828      6.7682862     14.8289003    -25.7130203     quiet
            923           1991    223.2250061 -33865.9218750   -666.9312134 -10151.2089844      6.7824941     14.8408995    -25.6983795     quiet
            923           1991    223.2256927 -33954.2734375   -783.4880371 -10165.0380859      6.7967024     14.8528996    -25.6837406     quiet
            923           1991    223.2263947 -34042.6250000   -900.0447998 -10178.8671875      6.8109102     14.8648996    -25.6690998     quiet
            923           1991    223.2270813 -34125.5390625  -1016.4582520 -10191.0683594      6.8243961     14.8765593    -25.6545601     quiet
            923           1991    223.2277832 -34208.4531250  -1132.8717041 -10203.2695312      6.8378820     14.8882198    -25.6400204     quiet
            923           1991    223.2284698 -34291.3632812  -1249.2851562 -10215.4697266      6.8513680     14.8998795    -25.6254787     quiet
            923           1991    223.2291718 -34374.2773438  -1365.6984863 -10227.6708984      6.8648539     14.9115400    -25.6109390     quiet
            923           1991    223.2298584 -34457.1914062  -1482.1119385 -10239.8720703      6.8783398     14.9231997    -25.5963993     quiet
            923           1991    223.2305603 -34534.7929688  -1598.2949219 -10250.4960938      6.8911300     14.9345198    -25.5819187     quiet
            923           1991    223.2312469 -34612.3984375  -1714.4780273 -10261.1201172      6.9039197     14.9458399    -25.5674400     quiet
            923           1991    223.2319489 -34690.0000000  -1830.6610107 -10271.7441406      6.9167099     14.9571600    -25.5529594     quiet
            923           1991    223.2326355 -34767.6054688  -1946.8439941 -10282.3681641      6.9294996     14.9684801    -25.5384808     quiet
            923           1991    223.2333374 -34845.2070312  -2063.0270996 -10292.9921875      6.9422898     14.9798002    -25.5240002     quiet
            923           1991    223.2340240 -34917.6250000  -2178.9079590 -10302.0849609      6.9544077     14.9908199    -25.5095997     quiet
            923           1991    223.2347260 -34990.0429688  -2294.7890625 -10311.1777344      6.9665260     15.0018396    -25.4951992     quiet
            923           1991    223.2354126 -35062.4609375  -2410.6699219 -10320.2714844      6.9786439     15.0128603    -25.4808006     quiet
            923           1991    223.2361145 -35134.8789062  -2526.5510254 -10329.3642578      6.9907622     15.0238800    -25.4664001     quiet
            923           1991    223.2368011 -35207.2968750  -2642.4318848 -10338.4570312      7.0028801     15.0348997    -25.4519997     quiet
            923           1991    223.2375031 -35274.6406250  -2757.9289551 -10346.0546875      7.0143399     15.0456400    -25.4376202     quiet
            923           1991    223.2381897 -35341.9843750  -2873.4257812 -10353.6533203      7.0258002     15.0563803    -25.4232407     quiet
            923           1991    223.2388916 -35409.3242188  -2988.9228516 -10361.2509766      7.0372601     15.0671196    -25.4088593     quiet
            923           1991    223.2395782 -35476.6679688  -3104.4196777 -10368.8496094      7.0487204     15.0778599    -25.3944798     quiet
            923           1991    223.2402802 -35544.0117188  -3219.9167480 -10376.4472656      7.0601802     15.0886002    -25.3801003     quiet
            923           1991    223.2409668 -35606.3906250  -3334.9631348 -10382.5966797      7.0710001     15.0990801    -25.3657608     quiet
            923           1991    223.2416687 -35668.7656250  -3450.0095215 -10388.7460938      7.0818200     15.1095600    -25.3514194     quiet
            923           1991    223.2423553 -35731.1445312  -3565.0559082 -10394.8945312      7.0926404     15.1200399    -25.3370800     quiet
            923           1991    223.2430573 -35793.5195312  -3680.1022949 -10401.0439453      7.1034603     15.1305199    -25.3227386     quiet
            923           1991    223.2437439 -35855.8984375  -3795.1486816 -10407.1933594      7.1142802     15.1409998    -25.3083992     quiet
            923           1991    223.2444458 -35913.4062500  -3909.6831055 -10411.9345703      7.1244740     15.1512394    -25.2940197     quiet
            923           1991    223.2451324 -35970.9140625  -4024.2175293 -10416.6757812      7.1346679     15.1614799    -25.2796402     quiet
            923           1991    223.2458344 -36028.4218750  -4138.7519531 -10421.4169922      7.1448622     15.1717196    -25.2652588     quiet
            923           1991    223.2465210 -36085.9296875  -4253.2861328 -10426.1582031      7.1550560     15.1819601    -25.2508793     quiet
            923           1991    223.2472229 -36143.4375000  -4367.8208008 -10430.8994141      7.1652498     15.1921997    -25.2364998     quiet
            923           1991    223.2479095 -36196.1679688  -4481.7768555 -10434.2578125      7.1748257     15.2021999    -25.2220592     quiet
            923           1991    223.2486115 -36248.8984375  -4595.7324219 -10437.6162109      7.1844020     15.2122002    -25.2076206     quiet
            923           1991    223.2492981 -36301.6289062  -4709.6884766 -10440.9755859      7.1939778     15.2221994    -25.1931801     quiet
            923           1991    223.2500000 -36354.3593750  -4823.6440430 -10444.3339844      7.2035542     15.2321997    -25.1787415     quiet
            923           1991    223.2507019 -36407.0898438  -4937.6000977 -10447.6923828      7.2131300     15.2421999    -25.1643009     quiet
            923           1991    223.2513885 -36455.1367188  -5050.9208984 -10449.7041016      7.2220941     15.2519999    -25.1497612     quiet
            923           1991    223.2520905 -36503.1835938  -5164.2416992 -10451.7167969      7.2310581     15.2617998    -25.1352215     quiet
            923           1991    223.2527771 -36551.2265625  -5277.5629883 -10453.7285156      7.2400217     15.2715998    -25.1206799     quiet
            923           1991    223.2534790 -36599.2734375  -5390.8837891 -10455.7412109      7.2489858     15.2813997    -25.1061401     quiet
            923           1991    223.2541656 -36647.3203125  -5504.2045898 -10457.7529297      7.2579498     15.2911997    -25.0916004     quiet
            923           1991    223.2548676 -36690.7578125  -5616.8344727 -10458.4492188      7.2662621     15.3008194    -25.0769997     quiet
            923           1991    223.2555542 -36734.1953125  -5729.4643555 -10459.1455078      7.2745738     15.3104401    -25.0624008     quiet
            923           1991    223.2562561 -36777.6367188  -5842.0937500 -10459.8427734      7.2828860     15.3200598    -25.0478001     quiet
            923           1991    223.2569427 -36821.0742188  -5954.7236328 -10460.5390625      7.2911978     15.3296804    -25.0332012     quiet
            923           1991    223.2576447 -36864.5117188  -6067.3535156 -10461.2353516      7.2995100     15.3393002    -25.0186005     quiet
            923           1991    223.2583313 -36903.4179688  -6179.2358398 -10460.6513672      7.3073239     15.3487206    -25.0038605     quiet
            923           1991    223.2590332 -36942.3242188  -6291.1181641 -10460.0673828      7.3151379     15.3581400    -24.9891205     quiet
            923           1991    223.2597198 -36981.2343750  -6403.0000000 -10459.4843750      7.3229523     15.3675604    -24.9743805     quiet
            923           1991    223.2618103 -37093.5000000  -6737.8535156 -10456.4736328      7.3458223     15.3956604    -24.9300003     quiet
            923           1991    223.2624969 -37127.9531250  -6848.9418945 -10454.6298828      7.3530641     15.4049206    -24.9151001     quiet
            923           1991    223.2631989 -37162.4023438  -6960.0307617 -10452.7871094      7.3603063     15.4141798    -24.9001999     quiet
            923           1991    223.2638855 -37196.8554688  -7071.1191406 -10450.9433594      7.3675480     15.4234400    -24.8852997     quiet
            923           1991    223.2645874 -37231.3085938  -7182.2080078 -10449.1005859      7.3747902     15.4327002    -24.8703995     quiet
            923           1991    223.2652740 -37261.3750000  -7292.4467773 -10446.0185547      7.3814664     15.4418201    -24.8553391     quiet
            923           1991    223.2659760 -37291.4375000  -7402.6855469 -10442.9365234      7.3881421     15.4509401    -24.8402786     quiet
            923           1991    223.2666626 -37321.5039062  -7512.9238281 -10439.8535156      7.3948183     15.4600601    -24.8252201     quiet
            923           1991    223.2673645 -37351.5664062  -7623.1625977 -10436.7714844      7.4014940     15.4691801    -24.8101597     quiet
            923           1991    223.2694397 -37433.0976562  -7952.0869141 -10425.1181641      7.4204059     15.4962196    -24.7644997     quiet
            923           1991    223.2701416 -37458.8320312  -8061.4296875 -10420.8330078      7.4265242     15.5051804    -24.7491989     quiet
            923           1991    223.2708282 -37484.5625000  -8170.7724609 -10416.5468750      7.4326420     15.5141401    -24.7339001     quiet
            923           1991    223.2715302 -37510.2968750  -8280.1152344 -10412.2617188      7.4387598     15.5230999    -24.7185993     quiet
