CRRES EMIC wave events, their positions, and magnetospheric conditions
Data:
          orbit           year        yearday           xpos           ypos           zpos             ls            mlt           mlat     phase
            709           1991    132.8722229 -33941.8046875  14092.6318359  -9223.1113281      6.2636042     19.3708591     -6.2914057     quiet
            709           1991    132.8729095 -34023.5585938  14012.5244141  -9255.6904297      6.2727818     19.3818798     -6.3115277     quiet
            709           1991    132.8736115 -34105.3164062  13932.4169922  -9288.2685547      6.2819600     19.3929005     -6.3316498     quiet
            709           1991    132.8770905 -34491.8007812  13522.7626953  -9445.0683594      6.3253698     19.4473991     -6.4268799     quiet
            709           1991    132.8777771 -34564.6640625  13439.0947266  -9475.2148438      6.3335619     19.4581585     -6.4449019     quiet
            709           1991    132.8784790 -34637.5273438  13355.4277344  -9505.3613281      6.3417540     19.4689198     -6.4629240     quiet
            709           1991    132.8791656 -34710.3867188  13271.7597656  -9535.5087891      6.3499460     19.4796791     -6.4809461     quiet
            709           1991    132.8798676 -34783.2500000  13188.0927734  -9565.6552734      6.3581381     19.4904404     -6.4989681     quiet
            709           1991    132.8805542 -34856.1132812  13104.4248047  -9595.8017578      6.3663301     19.5011997     -6.5169902     quiet
            709           1991    132.8812561 -34924.5820312  13019.1035156  -9624.7402344      6.3740363     19.5118389     -6.5340919     quiet
            709           1991    132.8819427 -34993.0546875  12933.7822266  -9653.6777344      6.3817420     19.5224800     -6.5511942     quiet
            711           1991    133.6222229 -21249.5253906  19288.8359375  -4874.8032227      4.9797339     17.5768814    -13.8295803      main
            711           1991    133.6229095 -21433.9062500  19274.0195312  -4933.2734375      5.0058398     17.5953007    -13.9054003      main
            711           1991    133.6236115 -21612.1328125  19253.6699219  -4990.3359375      5.0308480     17.6130199    -13.9750805      main
            711           1991    133.6242981 -21790.3613281  19233.3222656  -5047.3984375      5.0558558     17.6307411    -14.0447607      main
            711           1991    133.6250000 -21968.5878906  19212.9726562  -5104.4604492      5.0808640     17.6484604    -14.1144400      main
            711           1991    133.6257019 -22146.8164062  19192.6250000  -5161.5229492      5.1058717     17.6661816    -14.1841202      main
            711           1991    133.6263885 -22325.0429688  19172.2753906  -5218.5854492      5.1308799     17.6839008    -14.2538004      main
            711           1991    133.6270905 -22497.2753906  19146.7695312  -5274.2397461      5.1550059     17.7010212    -14.3179007      main
            711           1991    133.6277771 -22669.5058594  19121.2636719  -5329.8940430      5.1791320     17.7181416    -14.3820000      main
            711           1991    133.6284790 -22841.7382812  19095.7597656  -5385.5488281      5.2032580     17.7352600    -14.4461002      main
            714           1991    134.8132019  -9804.2109375  17948.4628906  -1498.3935547      3.3600240     16.7123413      5.5827818  recovery
            714           1991    134.8138885 -10060.1591797  18022.3046875  -1571.5839844      3.3906381     16.7465801      5.4015641  recovery
            714           1991    134.8145905 -10316.1083984  18096.1484375  -1644.7742920      3.4212520     16.7808208      5.2203460  recovery
            714           1991    134.8152771 -10572.0566406  18169.9902344  -1717.9647217      3.4518661     16.8150597      5.0391283  recovery
            714           1991    134.8159790 -10828.0058594  18243.8339844  -1791.1551514      3.4824800     16.8493004      4.8579102  recovery
            714           1991    134.8166656 -11075.9062500  18304.0878906  -1863.0092773      3.5123880     16.8806210      4.6949201  recovery
            714           1991    134.8173676 -11323.8066406  18364.3417969  -1934.8632812      3.5422959     16.9119396      4.5319300  recovery
            714           1991    134.8180542 -11571.7060547  18424.5976562  -2006.7174072      3.5722041     16.9432602      4.3689404  recovery
            714           1991    134.8548584 -22630.2246094  18974.0898438  -5396.7255859      4.9140577     18.1298790     -1.1162621  recovery
            714           1991    134.8555603 -22802.0820312  18947.1054688  -5452.4721680      4.9345560     18.1465588     -1.1803640  recovery
            714           1991    134.8562469 -22973.9414062  18920.1191406  -5508.2187500      4.9550538     18.1632404     -1.2444661  recovery
            714           1991    134.8569489 -23145.7988281  18893.1347656  -5563.9653320      4.9755521     18.1799202     -1.3085680  recovery
            714           1991    134.8576355 -23317.6562500  18866.1503906  -5619.7119141      4.9960499     18.1966000     -1.3726701  recovery
            714           1991    134.8583374 -23483.6308594  18834.4003906  -5674.0400391      5.0156941     18.2126408     -1.4324720  recovery
            714           1991    134.8590240 -23649.6054688  18802.6484375  -5728.3686523      5.0353379     18.2286797     -1.4922740  recovery
            714           1991    134.8604126 -23981.5566406  18739.1464844  -5837.0253906      5.0746260     18.2607594     -1.6118780  recovery
            714           1991    134.8611145 -24147.5312500  18707.3964844  -5891.3535156      5.0942702     18.2768002     -1.6716800  recovery
            714           1991    134.8618011 -24307.7519531  18671.1855469  -5944.2788086      5.1131063     18.2922993     -1.7275900  recovery
            714           1991    134.8625031 -24467.9726562  18634.9726562  -5997.2041016      5.1319423     18.3078003     -1.7835000  recovery
            714           1991    134.8631897 -24628.1914062  18598.7617188  -6050.1298828      5.1507778     18.3232994     -1.8394101  recovery
            714           1991    134.8638916 -24788.4121094  18562.5488281  -6103.0551758      5.1696138     18.3388004     -1.8953201  recovery
            734           1991    143.0833282 -31940.8847656  14126.8769531  -9116.5546875      5.8853879     18.6764393     -6.6702838     quiet
            734           1991    143.0840302 -32046.1308594  14052.1953125  -9154.7392578      5.8979101     18.6882000     -6.7110400     quiet
            734           1991    143.0847168 -32146.5136719  13975.3828125  -9191.5419922      5.9098620     18.6997395     -6.7508740     quiet
            734           1991    143.0854187 -32246.8964844  13898.5703125  -9228.3447266      5.9218140     18.7112789     -6.7907081     quiet
            734           1991    143.0861053 -32347.2792969  13821.7578125  -9265.1464844      5.9337664     18.7228203     -6.8305421     quiet
            734           1991    143.0868073 -32447.6621094  13744.9453125  -9301.9492188      5.9457183     18.7343597     -6.8703761     quiet
            734           1991    143.0874939 -32548.0449219  13668.1328125  -9338.7519531      5.9576702     18.7458992     -6.9102101     quiet
            734           1991    143.0881958 -32643.6347656  13589.3056641  -9374.1718750      5.9690723     18.7572403     -6.9492760     quiet
            734           1991    143.0888824 -32739.2246094  13510.4785156  -9409.5917969      5.9804740     18.7685795     -6.9883418     quiet
            734           1991    143.0895844 -32834.8164062  13431.6523438  -9445.0126953      5.9918761     18.7799206     -7.0274081     quiet
            734           1991    143.0909729 -33025.9960938  13273.9980469  -9515.8525391      6.0146799     18.8026009     -7.1055398     quiet
            734           1991    143.0916595 -33116.8515625  13193.2666016  -9549.9111328      6.0256619     18.8137398     -7.1438360     quiet
            734           1991    143.0923615 -33207.7070312  13112.5351562  -9583.9687500      6.0366440     18.8248806     -7.1821318     quiet
            734           1991    143.0930481 -33298.5585938  13031.8037109  -9618.0273438      6.0476260     18.8360195     -7.2204280     quiet
            734           1991    143.0944519 -33480.2695312  12870.3408203  -9686.1435547      6.0695901     18.8582993     -7.2970200     quiet
            734           1991    143.0951385 -33566.4375000  12787.8085938  -9718.8447266      6.0799699     18.8692799     -7.3345499     quiet
            734           1991    143.0958405 -33652.6093750  12705.2753906  -9751.5468750      6.0903502     18.8802605     -7.3720798     quiet
            734           1991    143.0965271 -33738.7773438  12622.7431641  -9784.2480469      6.1007299     18.8912392     -7.4096103     quiet
            734           1991    143.0972290 -33824.9492188  12540.2099609  -9816.9501953      6.1111102     18.9022198     -7.4471402     quiet
            734           1991    143.0979156 -33911.1171875  12457.6777344  -9849.6513672      6.1214900     18.9132004     -7.4846702     quiet
            734           1991    143.0986176 -33992.6523438  12373.4423828  -9881.0058594      6.1313601     18.9240208     -7.5215859     quiet
            734           1991    143.0993042 -34074.1875000  12289.2070312  -9912.3613281      6.1412301     18.9348412     -7.5585022     quiet
            734           1991    143.1034698 -34549.6406250  11778.9687500 -10096.4814453      6.1992440     18.9993401     -7.7779999     quiet
            734           1991    143.1041718 -34626.5898438  11693.1240234 -10126.5000000      6.2087121     19.0100212     -7.8142500     quiet
            734           1991    143.1048584 -34703.5390625  11607.2792969 -10156.5185547      6.2181802     19.0207005     -7.8505001     quiet
            734           1991    143.1055603 -34775.9414062  11519.9140625 -10185.2060547      6.2271061     19.0312405     -7.8861861     quiet
            734           1991    143.1062469 -34848.3437500  11432.5488281 -10213.8935547      6.2360320     19.0417805     -7.9218721     quiet
            734           1991    143.1069489 -34920.7421875  11345.1826172 -10242.5800781      6.2449584     19.0523205     -7.9575577     quiet
            734           1991    143.1076355 -34993.1445312  11257.8173828 -10271.2675781      6.2538843     19.0628605     -7.9932437     quiet
            734           1991    143.1083374 -35065.5468750  11170.4521484 -10299.9550781      6.2628102     19.0734005     -8.0289297     quiet
            734           1991    143.1104126 -35269.2226562  10904.0468750 -10382.0390625      6.2881179     19.1046600     -8.1341457     quiet
            734           1991    143.1111145 -35337.1132812  10815.2451172 -10409.4003906      6.2965541     19.1150799     -8.1692181     quiet
            734           1991    143.1118011 -35405.0039062  10726.4433594 -10436.7617188      6.3049898     19.1254997     -8.2042904     quiet
            734           1991    143.1125031 -35468.4257812  10636.2861328 -10462.8066406      6.3129497     19.1358204     -8.2387981     quiet
            734           1991    143.1131897 -35531.8476562  10546.1289062 -10488.8525391      6.3209100     19.1461391     -8.2733059     quiet
            734           1991    143.1138916 -35595.2656250  10455.9716797 -10514.8974609      6.3288698     19.1564598     -8.3078146     quiet
            734           1991    143.1145782 -35658.6875000  10365.8144531 -10540.9433594      6.3368301     19.1667786     -8.3423223     quiet
            737           1991    144.2666626 -23276.9023438  17604.5820312  -6216.2431641      5.2666798     17.5657997    -17.7773991     quiet
            737           1991    144.2673645 -23447.1425781  17566.9824219  -6272.4096680      5.2925596     17.5826206    -17.8342800     quiet
            737           1991    144.2680511 -23617.3828125  17529.3828125  -6328.5761719      5.3184400     17.5994396    -17.8911591     quiet
            737           1991    144.2687531 -23787.6210938  17491.7851562  -6384.7421875      5.3443198     17.6162605    -17.9480400     quiet
            737           1991    144.2694397 -23957.8613281  17454.1855469  -6440.9086914      5.3702002     17.6330795    -18.0049191     quiet
            737           1991    144.2701416 -24128.1015625  17416.5859375  -6497.0751953      5.3960800     17.6499004    -18.0618000     quiet
            737           1991    144.2708282 -24292.2226562  17374.5605469  -6551.5927734      5.4210339     17.6660404    -18.1168404     quiet
            737           1991    144.2715302 -24456.3437500  17332.5371094  -6606.1108398      5.4459882     17.6821804    -18.1718807     quiet
            737           1991    144.2722168 -24620.4667969  17290.5117188  -6660.6284180      5.4709420     17.6983204    -18.2269192     quiet
            737           1991    144.2729187 -24784.5878906  17248.4882812  -6715.1464844      5.4958963     17.7144604    -18.2819595     quiet
            737           1991    144.2819519 -26794.0800781  16618.4980469  -7390.0849609      5.8026538     17.9120197    -18.9636002     quiet
            737           1991    144.2826385 -26940.6757812  16564.8925781  -7439.8154297      5.8251562     17.9264812    -19.0139999     quiet
            737           1991    144.2833405 -27087.2714844  16511.2851562  -7489.5458984      5.8476582     17.9409409    -19.0643997     quiet
            737           1991    144.2840271 -27233.8671875  16457.6796875  -7539.2763672      5.8701601     17.9554005    -19.1147995     quiet
            737           1991    144.2847290 -27374.8671875  16400.6953125  -7587.4555664      5.8917542     17.9694004    -19.1639004     quiet
            737           1991    144.2854156 -27515.8671875  16343.7109375  -7635.6347656      5.9133482     17.9834003    -19.2129993     quiet
            737           1991    144.2861176 -27656.8671875  16286.7255859  -7683.8139648      5.9349418     17.9974003    -19.2621002     quiet
            755           1991    151.6152802 -19167.5390625  17245.2949219  -5293.6191406      4.5051899     16.3314991    -13.0570002      main
            755           1991    151.6159668 -19370.4453125  17225.7128906  -5359.2319336      4.5342798     16.3533993    -13.1459398      main
            755           1991    151.6166687 -19573.3496094  17206.1308594  -5424.8447266      4.5633698     16.3752995    -13.2348804      main
            755           1991    151.6173553 -19776.2558594  17186.5468750  -5490.4575195      4.5924602     16.3971996    -13.3238201      main
            755           1991    151.6180573 -19979.1601562  17166.9648438  -5556.0703125      4.6215501     16.4190998    -13.4127607      main
            755           1991    151.6187439 -20182.0664062  17147.3828125  -5621.6831055      4.6506400     16.4410000    -13.5017004      main
            755           1991    151.6194458 -20377.6718750  17121.5957031  -5685.2631836      4.6786022     16.4619408    -13.5818205      main
            755           1991    151.6201324 -20573.2753906  17095.8066406  -5748.8432617      4.7065639     16.4828796    -13.6619406      main
            755           1991    151.6208344 -20768.8808594  17070.0195312  -5812.4238281      4.7345262     16.5038204    -13.7420597      main
            755           1991    151.6215210 -20964.4843750  17044.2304688  -5876.0039062      4.7624879     16.5247593    -13.8221798      main
            755           1991    151.6222229 -21160.0898438  17018.4433594  -5939.5839844      4.7904501     16.5457001    -13.9022999      main
            755           1991    151.6229095 -21348.6230469  16986.9648438  -6001.1777344      4.8174520     16.5657597    -13.9747601      main
            760           1991    153.7131958 -31083.1406250  12986.7656250  -9375.6562500      6.0029559     17.6712189    -13.5898800      main
            760           1991    153.7138824 -31198.3359375  12910.2285156  -9415.7050781      6.0174198     17.6856995    -13.6094999      main
            760           1991    153.7145844 -31308.3398438  12831.5400391  -9454.1875000      6.0310678     17.6999397    -13.6267996  recovery
            760           1991    153.7152710 -31418.3417969  12752.8515625  -9492.6689453      6.0447159     17.7141800    -13.6441002  recovery
            760           1991    153.7159729 -31528.3457031  12674.1630859  -9531.1513672      6.0583639     17.7284203    -13.6613998  recovery
            760           1991    153.7166595 -31638.3476562  12595.4746094  -9569.6328125      6.0720119     17.7426605    -13.6787004  recovery
            760           1991    153.7173615 -31748.3515625  12516.7861328  -9608.1152344      6.0856600     17.7569008    -13.6960001  recovery
            760           1991    153.7180481 -31853.2343750  12436.0820312  -9645.0507812      6.0985498     17.7708797    -13.7111998  recovery
            760           1991    153.7201385 -32167.8847656  12193.9677734  -9755.8574219      6.1372199     17.8128204    -13.7568007  recovery
            760           1991    153.7208405 -32272.7675781  12113.2636719  -9792.7929688      6.1501098     17.8267994    -13.7720003  recovery
            763           1991    154.8736115 -14516.1005859  16904.9414062  -3970.8671875      3.6602840     16.2581406      0.6236866     quiet
            763           1991    154.8742981 -14759.7978516  16921.9023438  -4048.1279297      3.6900620     16.2883205      0.5091418     quiet
            763           1991    154.8750000 -15003.4941406  16938.8613281  -4125.3886719      3.7198400     16.3185005      0.3945970     quiet
            763           1991    154.8757019 -15238.3437500  16945.8164062  -4200.2124023      3.7487102     16.3465004      0.2906408     quiet
            763           1991    154.8763885 -15473.1923828  16952.7714844  -4275.0361328      3.7775800     16.3745003      0.1866846     quiet
            763           1991    154.8770905 -15708.0419922  16959.7285156  -4349.8598633      3.8064501     16.4025002      0.0827284     quiet
            763           1991    154.8777771 -15942.8906250  16966.6835938  -4424.6835938      3.8353200     16.4305000     -0.0212278     quiet
            765           1991    155.7104187 -18881.7558594  16889.1992188  -5404.6459961      4.2972522     16.3324604     -6.6513419      main
            765           1991    155.7111053 -19092.4882812  16872.3632812  -5472.7421875      4.3250780     16.3560390     -6.7446280      main
            765           1991    155.7118073 -19303.2226562  16855.5273438  -5540.8378906      4.3529043     16.3796196     -6.8379140      main
            765           1991    155.7124939 -19513.9570312  16838.6914062  -5608.9340820      4.3807302     16.4032001     -6.9312000      main
            765           1991    155.7131958 -19717.0566406  16815.2656250  -5674.8286133      4.4076324     16.4256210     -7.0150661      main
            765           1991    155.7138824 -19920.1582031  16791.8398438  -5740.7231445      4.4345341     16.4480400     -7.0989323      main
            765           1991    155.7250061 -22996.1210938  16279.7109375  -6744.6884766      4.8405561     16.7837391     -8.2549782      main
            765           1991    155.7256927 -23177.8046875  16239.7207031  -6804.3569336      4.8645182     16.8034191     -8.3166742      main
            765           1991    155.7263947 -23359.4882812  16199.7304688  -6864.0253906      4.8884802     16.8230991     -8.3783703      main
            765           1991    155.7270813 -23534.4687500  16155.0888672  -6921.7226562      4.9113879     16.8420391     -8.4341784      main
            765           1991    155.7277832 -23709.4492188  16110.4472656  -6979.4199219      4.9342961     16.8609791     -8.4899864      main
            765           1991    155.7284698 -23884.4316406  16065.8056641  -7037.1171875      4.9572039     16.8799210     -8.5457935      main
            765           1991    155.7291718 -24059.4121094  16021.1640625  -7094.8144531      4.9801121     16.8988609     -8.6016016      main
            765           1991    155.7298584 -24234.3925781  15976.5224609  -7152.5117188      5.0030198     16.9178009     -8.6574097      main
            765           1991    155.7326355 -24908.2675781  15780.7812500  -7375.6005859      5.0908041     16.9908409     -8.8593378      main
            765           1991    155.7333374 -25076.7363281  15731.8457031  -7431.3725586      5.1127501     17.0091000     -8.9098196      main
            766           1991    156.1166687 -16317.2607422  16934.0546875  -4599.8081055      3.9485600     16.3349991    -10.8896999      main
            766           1991    156.1173553 -16543.7441406  16931.5156250  -4672.4042969      3.9796100     16.3609791    -10.9567204      main
            766           1991    156.1180573 -16770.2265625  16928.9746094  -4745.0009766      4.0106602     16.3869591    -11.0237398      main
            766           1991    156.1257019 -19172.2187500  16815.7246094  -5518.0795898      4.3408680     16.6547604    -11.7202797      main
            766           1991    156.1263885 -19382.5878906  16798.0175781  -5586.0732422      4.3699241     16.6775799    -11.7801399      main
            766           1991    156.1270905 -19592.9589844  16780.3125000  -5654.0668945      4.3989801     16.7003994    -11.8400002      main
            766           1991    156.1277771 -19795.7011719  16756.0625000  -5719.8588867      4.4270320     16.7219200    -11.8970404      main
            766           1991    156.1284790 -19998.4433594  16731.8125000  -5785.6508789      4.4550838     16.7434406    -11.9540806      main
            766           1991    156.1326447 -21192.7441406  16568.4042969  -6173.9824219      4.6204319     16.8691406    -12.2886400      main
            766           1991    156.1333313 -21388.1015625  16538.1855469  -6237.6342773      4.6474962     16.8895206    -12.3431206      main
            766           1991    156.1340332 -21583.4609375  16507.9667969  -6301.2861328      4.6745601     16.9099007    -12.3976002      main
            766           1991    156.1347198 -21771.6875000  16472.2851562  -6362.8491211      4.7007961     16.9292603    -12.4499197      main
            766           1991    156.1354218 -21959.9140625  16436.6054688  -6424.4121094      4.7270322     16.9486198    -12.5022402      main
            766           1991    156.1361084 -22148.1406250  16400.9238281  -6485.9746094      4.7532678     16.9679813    -12.5545597      main
            766           1991    156.1368103 -22336.3671875  16365.2421875  -6547.5375977      4.7795038     16.9873409    -12.6068802      main
            768           1991    156.9291687 -10436.7050781  16235.4082031  -2776.4736328      3.1081700     15.6144600      0.7017860  recovery
            768           1991    156.9298553 -10708.4433594  16286.8232422  -2861.7216797      3.1416199     15.6535206      0.5745920  recovery
            768           1991    156.9305573 -10980.1826172  16338.2382812  -2946.9694824      3.1750700     15.6925802      0.4473980  recovery
            768           1991    156.9312439 -11251.9208984  16389.6523438  -3032.2175293      3.2085199     15.7316408      0.3202040  recovery
            768           1991    156.9319458 -11523.6601562  16441.0683594  -3117.4655762      3.2419701     15.7707005      0.1930100  recovery
            768           1991    156.9326324 -11785.5429688  16478.3867188  -3200.0512695      3.2743959     15.8060999      0.0781200  recovery
            768           1991    156.9333344 -12047.4257812  16515.7050781  -3282.6367188      3.3068221     15.8415003     -0.0367700  recovery
            768           1991    156.9340210 -12309.3095703  16553.0253906  -3365.2224121      3.3392479     15.8768997     -0.1516600  recovery
            768           1991    156.9347229 -12571.1923828  16590.3437500  -3447.8078613      3.3716741     15.9123001     -0.2665500  recovery
            768           1991    156.9354095 -12833.0751953  16627.6621094  -3530.3935547      3.4040999     15.9476995     -0.3814400  recovery
            768           1991    156.9361115 -13085.4296875  16652.6074219  -3610.3525391      3.4354599     15.9800596     -0.4858368  recovery
            768           1991    156.9367981 -13337.7841797  16677.5527344  -3690.3115234      3.4668200     16.0124207     -0.5902336  recovery
            768           1991    156.9375000 -13590.1386719  16702.5000000  -3770.2707520      3.4981799     16.0447807     -0.6946304  recovery
            768           1991    156.9382019 -13842.4931641  16727.4453125  -3850.2297363      3.5295401     16.0771408     -0.7990272  recovery
            768           1991    156.9388885 -14094.8476562  16752.3906250  -3930.1887207      3.5609000     16.1095009     -0.9034240  recovery
            768           1991    156.9395905 -14338.0117188  16766.3945312  -4007.5927734      3.5912521     16.1392803     -0.9987072  recovery
            768           1991    156.9402771 -14581.1757812  16780.3984375  -4084.9970703      3.6216040     16.1690598     -1.0939904  recovery
            768           1991    156.9409790 -14824.3398438  16794.4003906  -4162.4013672      3.6519561     16.1988411     -1.1892736  recovery
            768           1991    156.9416656 -15067.5039062  16808.4042969  -4239.8051758      3.6823080     16.2286205     -1.2845569  recovery
            768           1991    156.9423676 -15310.6679688  16822.4082031  -4317.2094727      3.7126601     16.2584000     -1.3798400  recovery
            768           1991    156.9430542 -15544.9794922  16826.6699219  -4392.1098633      3.7420180     16.2859993     -1.4672381  recovery
            768           1991    156.9437561 -15779.2910156  16830.9335938  -4467.0102539      3.7713761     16.3136005     -1.5546360  recovery
            768           1991    156.9444427 -16013.6035156  16835.1953125  -4541.9111328      3.8007340     16.3411999     -1.6420341  recovery
            768           1991    156.9451447 -16247.9150391  16839.4589844  -4616.8115234      3.8300922     16.3688011     -1.7294321  recovery
            770           1991    157.7562561  -9795.4042969  16033.2363281  -2610.6110840      3.0826499     15.2702999      1.8117200  recovery
            770           1991    157.7569427 -10074.6240234  16094.3759766  -2698.0864258      3.1163599     15.3120003      1.6053500  recovery
            770           1991    157.7576447 -10347.7500000  16146.0498047  -2783.9230957      3.1495860     15.3513203      1.4144182  recovery
            770           1991    157.7604218 -11440.2558594  16352.7431641  -3127.2702637      3.2824900     15.5086002      0.6506910  recovery
            770           1991    157.7611084 -11703.4238281  16390.1503906  -3210.3833008      3.3148520     15.5443802      0.4824600  recovery
            770           1991    157.7618103 -11966.5917969  16427.5566406  -3293.4963379      3.3472140     15.5801601      0.3142290  recovery
            770           1991    157.7624969 -12229.7597656  16464.9628906  -3376.6091309      3.3795760     15.6159401      0.1459980  recovery
            770           1991    157.7631989 -12492.9277344  16502.3691406  -3459.7221680      3.4119380     15.6517200     -0.0222330  recovery
            770           1991    157.7638855 -12756.0957031  16539.7753906  -3542.8352051      3.4442999     15.6875000     -0.1904640  recovery
            770           1991    157.7645874 -13009.6435547  16564.6757812  -3623.2805176      3.4757559     15.7203798     -0.3395072  recovery
            770           1991    157.7652740 -13263.1904297  16589.5761719  -3703.7260742      3.5072119     15.7532597     -0.4885504  recovery
            770           1991    157.7659760 -13516.7382812  16614.4746094  -3784.1713867      3.5386679     15.7861404     -0.6375936  recovery
            770           1991    157.7666626 -13770.2851562  16639.3750000  -3864.6169434      3.5701239     15.8190203     -0.7866368  recovery
            770           1991    157.7673645 -14023.8330078  16664.2753906  -3945.0622559      3.6015799     15.8519001     -0.9356800  recovery
            770           1991    157.7680511 -14268.0927734  16678.1289062  -4022.8913574      3.6321299     15.8823004     -1.0683399  recovery
            770           1991    157.7687531 -14512.3525391  16691.9824219  -4100.7207031      3.6626799     15.9127007     -1.2010000  recovery
            770           1991    157.7694397 -14756.6132812  16705.8359375  -4178.5498047      3.6932299     15.9431000     -1.3336599  recovery
            770           1991    157.7701416 -15000.8730469  16719.6894531  -4256.3789062      3.7237799     15.9735003     -1.4663200  recovery
            773           1991    159.1284790 -36461.4843750   7417.5380859 -11469.8750000      6.4773183     18.4432602    -11.9916201     quiet
            773           1991    159.1291656 -36521.0507812   7323.2265625 -11491.8398438      6.4857759     18.4533195    -12.0196400     quiet
            773           1991    159.1298676 -36580.6171875   7228.9155273 -11513.8046875      6.4942341     18.4633808    -12.0476599     quiet
            773           1991    159.1305542 -36640.1835938   7134.6040039 -11535.7695312      6.5026917     18.4734402    -12.0756798     quiet
            773           1991    159.1312561 -36699.7500000   7040.2924805 -11557.7343750      6.5111499     18.4834995    -12.1036997     quiet
            773           1991    159.1319427 -36754.9179688   6945.1367188 -11578.3164062      6.5191097     18.4934387    -12.1313000     quiet
            773           1991    159.1326447 -36810.0859375   6849.9814453 -11598.8994141      6.5270700     18.5033798    -12.1589003     quiet
            775           1991    159.8972168 -25542.2011719  15142.2753906  -7766.4047852      5.0033579     17.1669197     -3.9011300     quiet
            775           1991    159.8979187 -25704.3808594  15086.5000000  -7820.0419922      5.0236959     17.1835403     -3.9445999     quiet
            775           1991    159.8986053 -25866.5625000  15030.7246094  -7873.6791992      5.0440340     17.2001591     -3.9880700     quiet
            775           1991    159.8993073 -26028.7421875  14974.9492188  -7927.3164062      5.0643721     17.2167797     -4.0315399     quiet
            775           1991    159.8999939 -26190.9238281  14919.1738281  -7980.9536133      5.0847101     17.2334003     -4.0750098     quiet
            775           1991    159.9006958 -26346.9042969  14859.8652344  -8032.7011719      5.1041560     17.2494011     -4.1156120     quiet
            775           1991    159.9013824 -26502.8847656  14800.5576172  -8084.4492188      5.1236019     17.2653999     -4.1562138     quiet
            775           1991    159.9020844 -26658.8671875  14741.2490234  -8136.1967773      5.1430483     17.2814007     -4.1968160     quiet
            775           1991    159.9027710 -26814.8476562  14681.9414062  -8187.9448242      5.1624942     17.2973995     -4.2374177     quiet
            775           1991    159.9243011 -31040.9726562  12537.2832031  -9605.2216797      5.6822200     17.7422009     -5.2538900     quiet
            775           1991    159.9250031 -31157.5234375  12459.3427734  -9644.8457031      5.6963058     17.7551212     -5.2801042     quiet
            775           1991    159.9256897 -31274.0761719  12381.4033203  -9684.4697266      5.7103920     17.7680416     -5.3063183     quiet
            775           1991    159.9263916 -31390.6269531  12303.4628906  -9724.0927734      5.7244778     17.7809601     -5.3325319     quiet
            775           1991    160.1583405 -19456.2402344 -16280.5400391  -6705.9658203      4.3149400     21.6446190     -4.8780780     quiet
            775           1991    160.1590271 -19246.4531250 -16304.4189453  -6639.3134766      4.2866998     21.6662807     -4.8112621     quiet
            775           1991    160.1597290 -19036.6660156 -16328.2988281  -6572.6616211      4.2584600     21.6879406     -4.7444458     quiet
            775           1991    160.1604156 -18826.8789062 -16352.1787109  -6506.0092773      4.2302198     21.7096004     -4.6776299     quiet
            775           1991    160.1611176 -18609.1972656 -16369.1972656  -6436.6284180      4.2011080     21.7326012     -4.6028280     quiet
            775           1991    160.1618042 -18391.5156250 -16386.2167969  -6367.2470703      4.1719961     21.7556000     -4.5280261     quiet
            780           1991    161.9986115 -25488.4609375  14970.2050781  -7833.7124023      4.9747720     17.0667400     -6.2607899 pre-onset
            780           1991    161.9992981 -25656.2167969  14916.3769531  -7888.8701172      4.9964499     17.0834999     -6.3042598 pre-onset
            780           1991    162.0000000 -25817.6093750  14858.8505859  -7942.0722656      5.0172081     17.0995998     -6.3456798 pre-onset
            780           1991    162.0007019 -25979.0019531  14801.3242188  -7995.2739258      5.0379663     17.1156998     -6.3870997 pre-onset
            780           1991    162.0013885 -26140.3945312  14743.7978516  -8048.4760742      5.0587239     17.1317997     -6.4285202 pre-onset
            780           1991    162.0020905 -26301.7871094  14686.2714844  -8101.6777344      5.0794821     17.1478996     -6.4699402 pre-onset
            780           1991    162.0027771 -26463.1796875  14628.7451172  -8154.8798828      5.1002402     17.1639996     -6.5113602 pre-onset
            780           1991    162.0034790 -26618.3925781  14567.7988281  -8206.1767578      5.1201482     17.1794796     -6.5509882 pre-onset
            780           1991    162.0041656 -26773.6054688  14506.8535156  -8257.4746094      5.1400561     17.1949596     -6.5906162 pre-onset
            780           1991    162.0048676 -26928.8183594  14445.9072266  -8308.7714844      5.1599641     17.2104397     -6.6302438 pre-onset
            780           1991    162.0055542 -27084.0312500  14384.9619141  -8360.0693359      5.1798720     17.2259197     -6.6698718 pre-onset
            780           1991    162.0062561 -27239.2441406  14324.0156250  -8411.3662109      5.1997800     17.2413998     -6.7094998 pre-onset
            780           1991    162.0076447 -27537.6386719  14195.7910156  -8510.2333984      5.2380280     17.2712402     -6.7853799      main
            780           1991    162.0083313 -27686.8339844  14131.6787109  -8559.6669922      5.2571521     17.2861595     -6.8233199      main
            780           1991    162.0090332 -27836.0312500  14067.5664062  -8609.1005859      5.2762761     17.3010807     -6.8612599      main
            780           1991    162.0097198 -27985.2285156  14003.4541016  -8658.5341797      5.2954001     17.3160000     -6.8992000      main
            780           1991    162.0104218 -28128.5527344  13936.4052734  -8706.1552734      5.3137341     17.3304405     -6.9356542      main
            780           1991    162.0111084 -28271.8769531  13869.3554688  -8753.7763672      5.3320680     17.3448811     -6.9721079      main
